id,text,language,label,sub_category
1101,Pode conter vestígios de AMENDOINS e FRUTOS DE CASCA RIJA,pt,Allergy Labeling,allergen_warning
1102,https://product.com,en,Emails or Website URL,contact_info
1103,Najlepiej spożyć przed: 06/2026,pl,Sell-By / Best-Before / Expiry Dates,expiry_date
1104,يحفظ مبردًا عند 0-4 درجة مئوية,ar,Storage Instructions,storage_guidance
1105,Rainforest Alliance Zertifiziert,de,Certifications,certification_mark
1106,成分：米（80%）、とうもろこし、ビタミンE、鉄、ナイアシン,ja,Ingredients,ingredient_list
1107,تاريخ الانتهاء: 01/2027,ar,Sell-By / Best-Before / Expiry Dates,expiry_date
1108,"Conditionné par Intermarché, 24 rue Auguste Chabrières, 75015 Paris",fr,Manufacturer Name and Address,manufacturer_info
1109,الوزن الصافي: 1 كجم,ar,Net Quantity of Contents,weight_volume
1110,含有：鱼,zh,Allergy Labeling,allergen_warning
1111,Conservar en un lugar fresco,es,Storage Instructions,storage_guidance
1112,"Enthält: Milch, Soja, Weizen, Eier",de,Allergy Labeling,allergen_warning
1113,Made with Real Fruit,en,Marketing Claims,promotional_text
1114,Najlepiej spożyć przed: 06/2027,pl,Sell-By / Best-Before / Expiry Dates,expiry_date
1115,Tüketim Tarihi: 01/2027,tr,Sell-By / Best-Before / Expiry Dates,expiry_date
1116,钙有助于维持骨骼正常,zh,Nutritional and Health Claims,health_claim
1117,"Vertrieb durch: REWE Group, Domstraße 20, 50668 Köln",de,Manufacturer Name and Address,manufacturer_info
1118,Bauducco Panettone Tradicional,pt,Product Name and Identity,brand_product
1119,BEVAT: VIS,nl,Allergy Labeling,allergen_warning
1120,Vor Gebrauch gut schütteln,de,Usage Instructions,preparation_guide
1121,Źródło witaminy D,pl,Nutritional and Health Claims,health_claim
1122,6 x 330ml,en,Net Quantity of Contents,weight_volume
1123,Certyfikat Fairtrade,pl,Certifications,certification_mark
1124,New & Improved Recipe!,en,Marketing Claims,promotional_text
1125,Allergenen: Bevat GLUTEN,nl,Allergy Labeling,allergen_warning
1126,"Geproduceerd door: FrieslandCampina, Stationsplein 4, Amersfoort",nl,Manufacturer Name and Address,manufacturer_info
1127,Galletas María Doradas,es,Product Name and Identity,brand_product
1128,info@marchio.it,it,Emails or Website URL,contact_info
1129,Nuova Ricetta Migliorata!,it,Marketing Claims,promotional_text
1130,Keep frozen at -18°C,en,Storage Instructions,storage_guidance
1131,शुद्ध वजन: 1 किलो,hi,Net Quantity of Contents,weight_volume
1132,Certificado Vegano,pt,Certifications,certification_mark
1133,Nestlé Nescafé Gold Instant Coffee,fr,Product Name and Identity,brand_product
1134,नया और बेहतर फॉर्मूला!,hi,Marketing Claims,promotional_text
1135,Certificado Orgânico,pt,Certifications,certification_mark
1136,Bakken op 180°C gedurende 25 minuten,nl,Usage Instructions,preparation_guide
1137,उच्च फाइबर,hi,Nutritional and Health Claims,health_claim
1138,"Contiene: Leche, Soja, Trigo, Huevos",es,Allergy Labeling,allergen_warning
1139,TMC: 05/2027,it,Sell-By / Best-Before / Expiry Dates,expiry_date
1140,"Packed by Nestlé SA, Avenue Nestlé 55, 1800 Vevey, Switzerland",en,Manufacturer Name and Address,manufacturer_info
1141,消費期限：09/2026,ja,Sell-By / Best-Before / Expiry Dates,expiry_date
1142,Peut contenir de la MOUTARDE,fr,Allergy Labeling,allergen_warning
1143,Scaldare per 2 minuti nel microonde alla massima potenza,it,Usage Instructions,preparation_guide
1144,Alto contenuto di fibre,it,Nutritional and Health Claims,health_claim
1145,Açtıktan sonra buzdolabında saklayın,tr,Storage Instructions,storage_guidance
1146,コーシャ認証,ja,Certifications,certification_mark
1147,يحتوي على: حليب، صويا، قمح، بيض,ar,Allergy Labeling,allergen_warning
1148,"INGRÉDIENTS: Farine de blé, Sucre, Huile de palme, Sel, Poudres à lever (E500, E503)",fr,Ingredients,ingredient_list
1149,Milka Alpenmilch Schokolade,de,Product Name and Identity,brand_product
1150,खोलने के बाद फ्रिज में रखें,hi,Storage Instructions,storage_guidance
1151,"सामग्री: गेहूं का आटा, चीनी, पाम तेल, नमक, फूलने वाला पदार्थ (E500, E503)",hi,Ingredients,ingredient_list
1152,TMC: 11/2027,it,Sell-By / Best-Before / Expiry Dates,expiry_date
1153,"Store in a cool, dry place",en,Storage Instructions,storage_guidance
1154,Certifié Rainforest Alliance,fr,Certifications,certification_mark
1155,www.amul.com,hi,Emails or Website URL,contact_info
1156,SUSAM işleyen bir tesiste üretilmiştir,tr,Allergy Labeling,allergen_warning
1157,Sgocciolato 280g,it,Net Quantity of Contents,weight_volume
1158,عضوي معتمد,ar,Certifications,certification_mark
1159,비타민 D 공급원,ko,Nutritional and Health Claims,health_claim
1160,NET 340g,en,Net Quantity of Contents,weight_volume
1161,お問い合わせ: info@brand.jp,ja,Emails or Website URL,contact_info
1162,Беречь от прямых солнечных лучей,ru,Storage Instructions,storage_guidance
1163,Abtropfgewicht 280g,de,Net Quantity of Contents,weight_volume
1164,Rich in Omega-3,en,Nutritional and Health Claims,health_claim
1165,Baixo teor de gordura,pt,Nutritional and Health Claims,health_claim
1166,무설탕,ko,Nutritional and Health Claims,health_claim
1167,ヴィーガン認証,ja,Certifications,certification_mark
1168,무첨가당,ko,Nutritional and Health Claims,health_claim
